nom_commune_adherente;code_insee_commune_adherente;zip_code;nom_commune_zip
Cergy;95127;95000;Cergy, 95000
Neuville-sur-Oise;95450;95000;Neuville-sur-Oise, 95000
Boisemont;95074;95000;Boisemont, 95000
Pontoise;95500;95000;Pontoise, 95000
Tréguennec;29292;29720;Tréguennec, 29720
Tréogat;29298;29720;Tréogat, 29720
Plovan;29214;29720;Plovan, 29720
Plonéour-Lanvern;29174;29720;Plonéour-Lanvern, 29720
Toulouse;31555;31000;Toulouse, 31000
Carbon-Blanc;33096;33560;Carbon-Blanc, 33560
Sainte-Eulalie;33397;33560;Sainte-Eulalie, 33560
Étrechet;36071;36120;Étrechet, 36120
Pruniers;36169;36120;Pruniers, 36120
Jeu-les-Bois;36089;36120;Jeu-les-Bois, 36120
Ardentes;36005;36120;Ardentes, 36120
Mâron;36112;36120;Mâron, 36120
Ambrault;36003;36120;Ambrault, 36120
Saint-Août;36180;36120;Saint-Août, 36120
Bommiers;36019;36120;Bommiers, 36120
Sassierges-Saint-Germain;36211;36120;Sassierges-Saint-Germain, 36120
Amboise;37003;37400;Amboise, 37400
Lussault-sur-Loire;37138;37400;Lussault-sur-Loire, 37400
Pont-en-Royans;38319;38680;Pont-en-Royans, 38680
Presles;38322;38680;Presles, 38680
Auberives-en-Royans;38018;38680;Auberives-en-Royans, 38680
Châtelus;38092;38680;Châtelus, 38680
Choranche;38108;38680;Choranche, 38680
Saint-Just-de-Claix;38409;38680;Saint-Just-de-Claix, 38680
Rencurel;38333;38680;Rencurel, 38680
Saint-André-en-Royans;38356;38680;Saint-André-en-Royans, 38680
Beauce la Romaine;41173;41240;Beauce la Romaine, 41240
OUZOUER-LE-MARCHE;41173;41240;OUZOUER-LE-MARCHE, 41240
Binas;41017;41240;Binas, 41240
Villermain;41289;41240;Villermain, 41240
Saint-Laurent-des-Bois;41219;41240;Saint-Laurent-des-Bois, 41240
Autainville;41006;41240;Autainville, 41240
Saint-Pierre-de-Boeuf;42272;42520;Saint-Pierre-de-Boeuf, 42520
Saint-Appolinard;42201;42520;Saint-Appolinard, 42520
Véranne;42326;42520;Véranne, 42520
Bessey;42018;42520;Bessey, 42520
Lupé;42124;42520;Lupé, 42520
Malleval;42132;42520;Malleval, 42520
Maclas;42129;42520;Maclas, 42520
Roisey;42191;42520;Roisey, 42520
Lavoûte-sur-Loire;43119;43800;Lavoûte-sur-Loire, 43800
Rosières;43165;43800;Rosières, 43800
Mézères;43134;43800;Mézères, 43800
Malrevers;43126;43800;Malrevers, 43800
Vorey;43267;43800;Vorey, 43800
Saint-Vincent;43230;43800;Saint-Vincent, 43800
Chamalières-sur-Loire;43049;43800;Chamalières-sur-Loire, 43800
Beaulieu;43021;43800;Beaulieu, 43800
Sénaillac-Lauzès;46303;46360;Sénaillac-Lauzès, 46360
Cras;46079;46360;Cras, 46360
Sabadel-Lauzès;46245;46360;Sabadel-Lauzès, 46360
Les Pechs du Vers;46252;46360;Les Pechs du Vers, 46360
SAINT-CERNIN;46252;46360;SAINT-CERNIN, 46360
Lauzès;46162;46360;Lauzès, 46360
Nadillac;46210;46360;Nadillac, 46360
Saint-Sauveur-Villages;50550;50200;Saint-Sauveur-Villages, 50200
Nicorps;50376;50200;Nicorps, 50200
Tourville-sur-Sienne;50603;50200;Tourville-sur-Sienne, 50200
Heugueville-sur-Sienne;50243;50200;Heugueville-sur-Sienne, 50200
Saussey;50568;50200;Saussey, 50200
Bricqueville-la-Blouette;50084;50200;Bricqueville-la-Blouette, 50200
Courcy;50145;50200;Courcy, 50200
Monthuchon;50345;50200;Monthuchon, 50200
Brainville;50072;50200;Brainville, 50200
La Vendelée;50624;50200;La Vendelée, 50200
Coutances;50147;50200;Coutances, 50200
Saint-Sauveur-Lendelin;50550;50200;Saint-Sauveur-Lendelin, 50200
Cambernon;50092;50200;Cambernon, 50200
Saint-Malo-de-la-Lande;50506;50200;Saint-Malo-de-la-Lande, 50200
Gouville-sur-Mer;50215;50200;Gouville-sur-Mer, 50200
Gratot;50219;50200;Gratot, 50200
Gouville sur Mer;50215;50200;Gouville sur Mer, 50200
Saint-Pierre-de-Coutances;50537;50200;Saint-Pierre-de-Coutances, 50200
GOUVILLE-SUR-MER;50215;50200;GOUVILLE-SUR-MER, 50200
Fleury-la-Rivière;51252;51480;Fleury-la-Rivière, 51480
Cumières;51202;51480;Cumières, 51480
OEuilly;51410;51480;OEuilly, 51480
La Neuville-aux-Larris;51398;51480;La Neuville-aux-Larris, 51480
Vauciennes;51597;51480;Vauciennes, 51480
Reuil;51457;51480;Reuil, 51480
COURTAGNON;51190;51480;COURTAGNON, 51480
Belval-sous-Châtillon;51048;51480;Belval-sous-Châtillon, 51480
Cormoyeux;51173;51480;Cormoyeux, 51480
Damery;51204;51480;Damery, 51480
Cuchery;51199;51480;Cuchery, 51480
Boursault;51076;51480;Boursault, 51480
Romery;51465;51480;Romery, 51480
Venteuil;51605;51480;Venteuil, 51480
Nanteuil-la-Forêt;51393;51480;Nanteuil-la-Forêt, 51480
Pourcy;51445;51480;Pourcy, 51480
Champlat-et-Boujacourt;51120;51480;Champlat-et-Boujacourt, 51480
Mouilly;55360;55320;Mouilly, 55320
Dieue-sur-Meuse;55154;55320;Dieue-sur-Meuse, 55320
Les Monthairons;55347;55320;Les Monthairons, 55320
Génicourt-sur-Meuse;55204;55320;Génicourt-sur-Meuse, 55320
Rupt-en-Woëvre;55449;55320;Rupt-en-Woëvre, 55320
Sommedieue;55492;55320;Sommedieue, 55320
Ancemont;55009;55320;Ancemont, 55320
Lanester;56098;56600;Lanester, 56600
Guerting;57274;57880;Guerting, 57880
Varsberg;57696;57880;Varsberg, 57880
Ham-sous-Varsberg;57288;57880;Ham-sous-Varsberg, 57880
Capinghem;59128;59160;Capinghem, 59160
Lille;59350;59160;Lille, 59160
Chèvreville;60148;60440;Chèvreville, 60440
Rosières;60546;60440;Rosières, 60440
Péroy-les-Gombries;60489;60440;Péroy-les-Gombries, 60440
Boissy-Fresnoy;60079;60440;Boissy-Fresnoy, 60440
Nanteuil-le-Haudouin;60446;60440;Nanteuil-le-Haudouin, 60440
Ognes;60473;60440;Ognes, 60440
Versigny;60671;60440;Versigny, 60440
Brégy;60101;60440;Brégy, 60440
Vendin-lès-Béthune;62841;62232;Vendin-lès-Béthune, 62232
Fouquières-lès-Béthune;62350;62232;Fouquières-lès-Béthune, 62232
Annezin;62035;62232;Annezin, 62232
Fouquereuil;62349;62232;Fouquereuil, 62232
Hinges;62454;62232;Hinges, 62232
Clermont-Ferrand;63113;63000;Clermont-Ferrand, 63000
Urbès;68344;68121;Urbès, 68121
Branches;89053;89113;Branches, 89113
Fleury-la-Vallée;89167;89113;Fleury-la-Vallée, 89113
GUERCHY;89196;89113;GUERCHY, 89113
Charbuy;89083;89113;Charbuy, 89113
Valravillon;89196;89113;Valravillon, 89113
Sainte-Marie;25523;25113;Sainte-Marie, 25113
Ramillies;59492;59161;Ramillies, 59161
Eswars;59216;59161;Eswars, 59161
Cagnoncles;59121;59161;Cagnoncles, 59161
Escaudoeuvres;59206;59161;Escaudoeuvres, 59161
Naves;59422;59161;Naves, 59161
Cabestany;66028;66330;Cabestany, 66330
La Wantzenau;67519;67610;La Wantzenau, 67610
Meyenheim;68205;68890;Meyenheim, 68890
Réguisheim;68266;68890;Réguisheim, 68890
Grattery;70278;70170;Grattery, 70170
Chaux-lès-Port;70146;70170;Chaux-lès-Port, 70170
Port-sur-Saône;70421;70170;Port-sur-Saône, 70170
Bougnon;70079;70170;Bougnon, 70170
Conflandey;70167;70170;Conflandey, 70170
Provenchère;70426;70170;Provenchère, 70170
Vauchoux;70524;70170;Vauchoux, 70170
Amoncourt;70015;70170;Amoncourt, 70170
Villers-sur-Port;70566;70170;Villers-sur-Port, 70170
Scye;70483;70170;Scye, 70170
Chargey-lès-Port;70133;70170;Chargey-lès-Port, 70170
Blanzy;71040;71450;Blanzy, 71450
Cideville;76174;76570;Cideville, 76570
Sainte-Austreberthe;76566;76570;Sainte-Austreberthe, 76570
Goupillières;76311;76570;Goupillières, 76570
Hugleville-en-Caux;76370;76570;Hugleville-en-Caux, 76570
Pavilly;76495;76570;Pavilly, 76570
Fresquiennes;76287;76570;Fresquiennes, 76570
Limésy;76385;76570;Limésy, 76570
Mesnil-Panneville;76433;76570;Mesnil-Panneville, 76570
Émanville;76234;76570;Émanville, 76570
Roullens;11327;11290;Roullens, 11290
Arzens;11018;11290;Arzens, 11290
Montréal;11254;11290;Montréal, 11290
Villeneuve-lès-Montréal;11432;11290;Villeneuve-lès-Montréal, 11290
Alairac;11005;11290;Alairac, 11290
Lavalette;11199;11290;Lavalette, 11290
Héricy;77226;77850;Héricy, 77850
Pougne-Hérisson;79215;79130;Pougne-Hérisson, 79130
Allonne;79007;79130;Allonne, 79130
Beugnon-Thireuil;79077;79130;Beugnon-Thireuil, 79130
Le Retail;79226;79130;Le Retail, 79130
Neuvy-Bouin;79190;79130;Neuvy-Bouin, 79130
La Chapelle-Thireuil;79077;79130;La Chapelle-Thireuil, 79130
Secondigny;79311;79130;Secondigny, 79130
Azay-sur-Thouet;79025;79130;Azay-sur-Thouet, 79130
Gréasque;13046;13850;Gréasque, 13850
Cayeux-sur-Mer;80182;80410;Cayeux-sur-Mer, 80410
Ytrac;15267;15130;Ytrac, 15130
Labrousse;15085;15130;Labrousse, 15130
Vezels-Roussy;15257;15130;Vezels-Roussy, 15130
Prunet;15156;15130;Prunet, 15130
Yolet;15266;15130;Yolet, 15130
Cros-de-Ronesque;15058;15130;Cros-de-Ronesque, 15130
Lafeuillade-en-Vézie;15090;15130;Lafeuillade-en-Vézie, 15130
Teissières-lès-Bouliès;15234;15130;Teissières-lès-Bouliès, 15130
Carlat;15028;15130;Carlat, 15130
Vézac;15255;15130;Vézac, 15130
Giou-de-Mamou;15074;15130;Giou-de-Mamou, 15130
Saint-Simon;15215;15130;Saint-Simon, 15130
Saint-Étienne-de-Carlat;15183;15130;Saint-Étienne-de-Carlat, 15130
Sansac-de-Marmiesse;15221;15130;Sansac-de-Marmiesse, 15130
Arpajon-sur-Cère;15012;15130;Arpajon-sur-Cère, 15130
Sers;16368;16410;Sers, 16410
Torsac;16382;16410;Torsac, 16410
Fouquebrune;16143;16410;Fouquebrune, 16410
Dirac;16120;16410;Dirac, 16410
Vouzan;16422;16410;Vouzan, 16410
Dignac;16119;16410;Dignac, 16410
Garat;16146;16410;Garat, 16410
Bouëx;16055;16410;Bouëx, 16410
Angoulins;17010;17690;Angoulins, 17690
Le Thor;84132;84250;Le Thor, 84250
La Bruffière;85039;85530;La Bruffière, 85530
Riventosa;2B260;20250;Riventosa, 20250
Tralonca;2B329;20250;Tralonca, 20250
Corte;2B096;20250;Corte, 20250
Soveria;2B289;20250;Soveria, 20250
Santa-Lucia-di-Mercurio;2B306;20250;Santa-Lucia-di-Mercurio, 20250
Casanova;2B074;20250;Casanova, 20250
Santo-Pietro-di-Venaco;2B315;20250;Santo-Pietro-di-Venaco, 20250
Poggio-di-Venaco;2B238;20250;Poggio-di-Venaco, 20250
La Roche-en-Brenil;21525;21530;La Roche-en-Brenil, 21530
Saint-Andeux;21538;21530;Saint-Andeux, 21530
Sincey-lès-Rouvray;21608;21530;Sincey-lès-Rouvray, 21530
Rouvray;21531;21530;Rouvray, 21530
Saint-Germain-de-Modéon;21548;21530;Saint-Germain-de-Modéon, 21530
Belle-Isle-en-Terre;22005;22810;Belle-Isle-en-Terre, 22810
Loc-Envel;22129;22810;Loc-Envel, 22810
Plounévez-Moëdec;22228;22810;Plounévez-Moëdec, 22810
Plougonver;22216;22810;Plougonver, 22810
Les Hôpitaux-Vieux;25308;25370;Les Hôpitaux-Vieux, 25370
Jougne;25318;25370;Jougne, 25370
Longevilles-Mont-d'Or;25348;25370;Longevilles-Mont-d'Or, 25370
Rochejean;25494;25370;Rochejean, 25370
Les Hôpitaux-Neufs;25307;25370;Les Hôpitaux-Neufs, 25370
Métabief;25380;25370;Métabief, 25370
Saint-Antoine;25514;25370;Saint-Antoine, 25370
Touillon-et-Loutelet;25565;25370;Touillon-et-Loutelet, 25370
Fourcatier-et-Maison-Neuve;25252;25370;Fourcatier-et-Maison-Neuve, 25370
Monnerville;91414;91930;Monnerville, 91930
Saint-Denis;93066;93210;Saint-Denis, 93210
Saint-Luc;27560;27930;Saint-Luc, 27930
Gauville-la-Campagne;27282;27930;Gauville-la-Campagne, 27930
Irreville;27353;27930;Irreville, 27930
Le Vieil-Évreux;27684;27930;Le Vieil-Évreux, 27930
Reuilly;27489;27930;Reuilly, 27930
Gravigny;27299;27930;Gravigny, 27930
La Chapelle-du-Bois-des-Faulx;27147;27930;La Chapelle-du-Bois-des-Faulx, 27930
Guichainville;27306;27930;Guichainville, 27930
Normanville;27439;27930;Normanville, 27930
Sassey;27615;27930;Sassey, 27930
Gauciel;27280;27930;Gauciel, 27930
Angerville-la-Campagne;27017;27930;Angerville-la-Campagne, 27930
Le Boulay-Morin;27099;27930;Le Boulay-Morin, 27930
Émalleville;27216;27930;Émalleville, 27930
Brosville;27118;27930;Brosville, 27930
Tourneville;27652;27930;Tourneville, 27930
Dardez;27200;27930;Dardez, 27930
Huest;27347;27930;Huest, 27930
Aviron;27031;27930;Aviron, 27930
Miserey;27410;27930;Miserey, 27930
La Trinité;27659;27930;La Trinité, 27930
Sacquenville;27504;27930;Sacquenville, 27930
Saint-Vigor;27611;27930;Saint-Vigor, 27930
Le Mesnil-Fuguet;27401;27930;Le Mesnil-Fuguet, 27930
Fauville;27234;27930;Fauville, 27930
Saint-Germain-des-Angles;27546;27930;Saint-Germain-des-Angles, 27930
Saint-Martin-la-Campagne;27570;27930;Saint-Martin-la-Campagne, 27930
Cierrey;27158;27930;Cierrey, 27930
Bacquepuis;27033;27930;Bacquepuis, 27930
Ormesson-sur-Marne;94055;94490;Ormesson-sur-Marne, 94490
Montreuil-sur-Epte;95429;95770;Montreuil-sur-Epte, 95770
Buhy;95119;95770;Buhy, 95770
Saint-Clair-sur-Epte;95541;95770;Saint-Clair-sur-Epte, 95770
Montfrin;30179;30490;Montfrin, 30490
Colomiers;31149;31770;Colomiers, 31770
Le Soulié;34305;34330;Le Soulié, 34330
La Salvetat-sur-Agout;34293;34330;La Salvetat-sur-Agout, 34330
Cambon-et-Salvergues;34046;34330;Cambon-et-Salvergues, 34330
Fraisse-sur-Agout;34107;34330;Fraisse-sur-Agout, 34330
Vieux-Viel;35354;35610;Vieux-Viel, 35610
Trans-la-Forêt;35339;35610;Trans-la-Forêt, 35610
Saint-Georges-de-Gréhaigne;35270;35610;Saint-Georges-de-Gréhaigne, 35610
Roz-sur-Couesnon;35247;35610;Roz-sur-Couesnon, 35610
Sains;35248;35610;Sains, 35610
Sougeal;35329;35610;Sougeal, 35610
Pleine-Fougères;35222;35610;Pleine-Fougères, 35610
Seyssinet-Pariset;38485;38170;Seyssinet-Pariset, 38170
Saint-Bonnet-le-Froid;43172;43290;Saint-Bonnet-le-Froid, 43290
Raucoules;43159;43290;Raucoules, 43290
Montfaucon-en-Velay;43141;43290;Montfaucon-en-Velay, 43290
Montregard;43142;43290;Montregard, 43290
Trignac;44210;44570;Trignac, 44570
Montesquieu;47186;47130;Montesquieu, 47130
Bruch;47041;47130;Bruch, 47130
Bazens;47022;47130;Bazens, 47130
Saint-Laurent;47249;47130;Saint-Laurent, 47130
Port-Sainte-Marie;47210;47130;Port-Sainte-Marie, 47130
Clermont-Dessous;47066;47130;Clermont-Dessous, 47130
Coron;49109;49690;Coron, 49690
Aprey;52014;52250;Aprey, 52250
Orcevaux;52364;52250;Orcevaux, 52250
Longeau-Percey;52292;52250;Longeau-Percey, 52250
Baissey;52035;52250;Baissey, 52250
Verseilles-le-Haut;52516;52250;Verseilles-le-Haut, 52250
Flagey;52200;52250;Flagey, 52250
Verseilles-le-Bas;52515;52250;Verseilles-le-Bas, 52250
Longlaville;54321;54810;Longlaville, 54810
Metting;57462;57370;Metting, 57370
Veckersviller;57703;57370;Veckersviller, 57370
Zilling;57761;57370;Zilling, 57370
Schalbach;57635;57370;Schalbach, 57370
Waltembourg;57743;57370;Waltembourg, 57370
Hangviller;57291;57370;Hangviller, 57370
Saint-Jean-Kourtzerode;57614;57370;Saint-Jean-Kourtzerode, 57370
Bourscheid;57100;57370;Bourscheid, 57370
Danne-et-Quatre-Vents;57168;57370;Danne-et-Quatre-Vents, 57370
Vescheim;57709;57370;Vescheim, 57370
Mittelbronn;57468;57370;Mittelbronn, 57370
Berling;57064;57370;Berling, 57370
Phalsbourg;57540;57370;Phalsbourg, 57370
Vilsberg;57721;57370;Vilsberg, 57370
Ostricourt;59452;59162;Ostricourt, 59162
La Chapelle-d'Armentières;59143;59930;La Chapelle-d'Armentières, 59930
Sainte-Honorine-la-Guillaume;61408;61210;Sainte-Honorine-la-Guillaume, 61210
Neuvy-au-Houlme;61308;61210;Neuvy-au-Houlme, 61210
Ménil-Gondouin;61265;61210;Ménil-Gondouin, 61210
Giel-Courteilles;61189;61210;Giel-Courteilles, 61210
Ménil-Vin;61273;61210;Ménil-Vin, 61210
Champcerie;61084;61210;Champcerie, 61210
Bazoches-au-Houlme;61028;61210;Bazoches-au-Houlme, 61210
Montreuil-au-Houlme;61290;61210;Montreuil-au-Houlme, 61210
Habloville;61199;61210;Habloville, 61210
PUTANGES-PONT-ECREPIN;61339;61210;PUTANGES-PONT-ECREPIN, 61210
Putanges-le-Lac;61339;61210;Putanges-le-Lac, 61210
La Lande-de-Lougé;61217;61210;La Lande-de-Lougé, 61210
Les Yveteaux;61512;61210;Les Yveteaux, 61210
Ri;61349;61210;Ri, 61210
Ménil-Hermei;61267;61210;Ménil-Hermei, 61210
Fresnes-lès-Montauban;62355;62490;Fresnes-lès-Montauban, 62490
Noyelles-sous-Bellonne;62627;62490;Noyelles-sous-Bellonne, 62490
Sailly-en-Ostrevent;62734;62490;Sailly-en-Ostrevent, 62490
Quiéry-la-Motte;62680;62490;Quiéry-la-Motte, 62490
Tortequesne;62825;62490;Tortequesne, 62490
Vitry-en-Artois;62865;62490;Vitry-en-Artois, 62490
Bellonne;62106;62490;Bellonne, 62490
Izel-lès-Équerchin;62476;62490;Izel-lès-Équerchin, 62490
Les Ancizes-Comps;63004;63770;Les Ancizes-Comps, 63770
Pietraserena;2B226;20251;Pietraserena, 20251
Pancheraccia;2B201;20251;Pancheraccia, 20251
Piedicorte-di-Gaggio;2B218;20251;Piedicorte-di-Gaggio, 20251
Giuncaggio;2B126;20251;Giuncaggio, 20251
Altiani;2B012;20251;Altiani, 20251
Pouilley-les-Vignes;25467;25115;Pouilley-les-Vignes, 25115
Thivencelle;59591;59163;Thivencelle, 59163
Condé-sur-l'Escaut;59153;59163;Condé-sur-l'Escaut, 59163
Saint-Aybert;59530;59163;Saint-Aybert, 59163
Strasbourg;67482;67100;Strasbourg, 67100
Wintzenheim;68374;68124;Wintzenheim, 68124
Muhlbach-sur-Munster;68223;68380;Muhlbach-sur-Munster, 68380
Metzeral;68204;68380;Metzeral, 68380
Sondernach;68311;68380;Sondernach, 68380
Mittlach;68210;68380;Mittlach, 68380
Breitenbach-Haut-Rhin;68051;68380;Breitenbach-Haut-Rhin, 68380
Collonges-au-Mont-d'Or;69063;69660;Collonges-au-Mont-d'Or, 69660
Écommoy;72124;72220;Écommoy, 72220
Marigné-Laillé;72187;72220;Marigné-Laillé, 72220
Saint-Biez-en-Belin;72268;72220;Saint-Biez-en-Belin, 72220
Teloché;72350;72220;Teloché, 72220
Saint-Ouen-en-Belin;72306;72220;Saint-Ouen-en-Belin, 72220
Saint-Gervais-en-Belin;72287;72220;Saint-Gervais-en-Belin, 72220
Saint-Mars-d'Outillé;72299;72220;Saint-Mars-d'Outillé, 72220
Laigné-en-Belin;72155;72220;Laigné-en-Belin, 72220
Freney;73119;73500;Freney, 73500
TERMIGNON;73290;73500;TERMIGNON, 73500
Villarodin-Bourget;73322;73500;Villarodin-Bourget, 73500
Saint-André;73223;73500;Saint-André, 73500
Val-Cenis;73290;73500;Val-Cenis, 73500
Avrieux;73026;73500;Avrieux, 73500
Modane;73157;73500;Modane, 73500
Aussois;73023;73500;Aussois, 73500
Fourneaux;73117;73500;Fourneaux, 73500
Pontault-Combault;77373;77340;Pontault-Combault, 77340
L' Étang-la-Ville;78224;78620;L' Étang-la-Ville, 78620
Rognac;13081;13340;Rognac, 13340
Fourches;14283;14620;Fourches, 14620
Norrey-en-Auge;14469;14620;Norrey-en-Auge, 14620
Morteaux-Couliboeuf;14452;14620;Morteaux-Couliboeuf, 14620
Beaumais;14053;14620;Beaumais, 14620
Le Marais-la-Chapelle;14402;14620;Le Marais-la-Chapelle, 14620
Damblainville;14216;14620;Damblainville, 14620
Crocy;14206;14620;Crocy, 14620
Les Moutiers-en-Auge;14457;14620;Les Moutiers-en-Auge, 14620
Barou-en-Auge;14043;14620;Barou-en-Auge, 14620
Périgny;17274;17180;Périgny, 17180
La Cadière-d'Azur;83027;83740;La Cadière-d'Azur, 83740
Bigorno;2B036;20252;Bigorno, 20252
Lento;2B140;20252;Lento, 20252
Campitello;2B055;20252;Campitello, 20252
Paizay-le-Sec;86187;86300;Paizay-le-Sec, 86300
Fleix;86098;86300;Fleix, 86300
Chapelle-Viviers;86059;86300;Chapelle-Viviers, 86300
Leignes-sur-Fontaine;86126;86300;Leignes-sur-Fontaine, 86300
Lauthiers;86122;86300;Lauthiers, 86300
Valdivienne;86233;86300;Valdivienne, 86300
Bonnes;86031;86300;Bonnes, 86300
Chauvigny;86070;86300;Chauvigny, 86300
Sainte-Radégonde;86239;86300;Sainte-Radégonde, 86300
Lannion;22113;22300;Lannion, 22300
Rospez;22265;22300;Rospez, 22300
Ploulec'h;22224;22300;Ploulec'h, 22300
Trédrez-Locquémeau;22349;22300;Trédrez-Locquémeau, 22300
Saint-Michel-en-Grève;22319;22300;Saint-Michel-en-Grève, 22300
Lanmérin;22110;22300;Lanmérin, 22300
Ploubezre;22211;22300;Ploubezre, 22300
Caouënnec-Lanvézéac;22030;22300;Caouënnec-Lanvézéac, 22300
Ploumilliau;22226;22300;Ploumilliau, 22300
SEPEAUX;89388;89116;SEPEAUX, 89116
La Celle-Saint-Cyr;89063;89116;La Celle-Saint-Cyr, 89116
Cudot;89133;89116;Cudot, 89116
Sépeaux-Saint Romain;89388;89116;Sépeaux-Saint Romain, 89116
Précy-sur-Vrin;89313;89116;Précy-sur-Vrin, 89116
Bourogne;90017;90140;Bourogne, 90140
Charmois;90021;90140;Charmois, 90140
Brebotte;90018;90140;Brebotte, 90140
Recouvrance;90083;90140;Recouvrance, 90140
Autrechêne;90082;90140;Autrechêne, 90140
Froidefontaine;90051;90140;Froidefontaine, 90140
Morangis;91432;91420;Morangis, 91420
Albon;26002;26140;Albon, 26140
Andancette;26009;26140;Andancette, 26140
Anneyron;26010;26140;Anneyron, 26140
Saint-Rambert-d'Albon;26325;26140;Saint-Rambert-d'Albon, 26140
Colombes;92025;92700;Colombes, 92700
Villers-en-Vexin;27690;27420;Villers-en-Vexin, 27420
ECOS;27213;27420;ECOS, 27420
Authevernes;27026;27420;Authevernes, 27420
Vexin-sur-Epte;27213;27420;Vexin-sur-Epte, 27420
Suzay;27625;27420;Suzay, 27420
Richeville;27490;27420;Richeville, 27420
Les Thilliers-en-Vexin;27633;27420;Les Thilliers-en-Vexin, 27420
Château-sur-Epte;27152;27420;Château-sur-Epte, 27420
Mouflaines;27420;27420;Mouflaines, 27420
Auneau-Bleury-Saint-Symphorien;28015;28700;Auneau-Bleury-Saint-Symphorien, 28700
La Chapelle-d'Aunainville;28074;28700;La Chapelle-d'Aunainville, 28700
Sainville;28363;28700;Sainville, 28700
Ardelu;28009;28700;Ardelu, 28700
Santeuil;28366;28700;Santeuil, 28700
Umpeau;28397;28700;Umpeau, 28700
Gommerville;28183;28700;Gommerville, 28700
Morainville;28268;28700;Morainville, 28700
AUNEAU;28015;28700;AUNEAU, 28700
Le Gué-de-Longroi;28188;28700;Le Gué-de-Longroi, 28700
Denonville;28129;28700;Denonville, 28700
Champseru;28073;28700;Champseru, 28700
Béville-le-Comte;28039;28700;Béville-le-Comte, 28700
Francourville;28160;28700;Francourville, 28700
Léthuin;28207;28700;Léthuin, 28700
Mondonville-Saint-Jean;28257;28700;Mondonville-Saint-Jean, 28700
Garancières-en-Beauce;28169;28700;Garancières-en-Beauce, 28700
Aunay-sous-Auneau;28013;28700;Aunay-sous-Auneau, 28700
Houville-la-Branche;28194;28700;Houville-la-Branche, 28700
Maisons;28230;28700;Maisons, 28700
Moinville-la-Jeulin;28255;28700;Moinville-la-Jeulin, 28700
Vierville;28408;28700;Vierville, 28700
Roinville;28317;28700;Roinville, 28700
Saint-Léger-des-Aubées;28344;28700;Saint-Léger-des-Aubées, 28700
